gemeindeteilschluessel;gemeindename;gemeindeteilname;strassenname;strassenschluessel
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Ivenacker Straße;1307114200202
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Kameruner Weg;1307114200503
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Malchiner Straße;1307114200308
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Markt;1307114200203
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Mudder-Schulten-Straat;1307114200122
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Neubrandenburger Straße;1307114200111
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Neue Str.;1307114200305
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Neue Straße;1307114200305
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Neu-Jürgenstorf;1307114200120
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Niels-Stensen-Straße;1307114200406
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Pribbenower Weg;1307114200112
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Reuterplatz;1307114200407
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Reutershof;1307114200113
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Rösterweg;1307114200128
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Sandkamp;1307114200114
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Scheunenweg;1307114200307
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Schlachthofweg;1307114200410
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Schloß;1307114200204
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Schultetusstraße;1307114200409
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Stadthof;1307114200306
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Stadtholz;1307114200408
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Stavenhof;1307114200121
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Straße am Wasserturm;1307114200504
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Straße des Friedens;1307114200311
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Tannenweg;1307114200115
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Treptower Straße;1307114200116
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Unkel-Bräsig-Strat;1307114200117
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Wallstraße;1307114200309
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Warener Straße;1307114200118
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Wasserwerk;1307114200119
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Weberstraße;1307114200205
13071142 4721;Stavenhagen, Reuterstadt, Stadt;Stavenhagen;Werdohler Straße;1307114200124
13071142 5526;Stavenhagen, Reuterstadt, Stadt;Wüstgrabow;Wüstgrabow;1307114200702
13071142 5690;Stavenhagen, Reuterstadt, Stadt;Basepohl am See;Am See;1307114200601
13071143 0344;Stuer;Bad Stuer;Seeufer;1307114300401
13071143 0344;Stuer;Bad Stuer;Waldeck;1307114300403
13071143 0344;Stuer;Bad Stuer;Waldsiedlung;1307114300404
13071143 3527;Stuer;Neu Stuer;Lange Straße;1307114300201
13071143 4836;Stuer;Stuer;Am Bärenwald;1307114300106
13071143 4836;Stuer;Stuer;Bärenpfad;1307114300105
13071143 4836;Stuer;Stuer;Dorfstr.;1307114300101
13071143 4836;Stuer;Stuer;Dorfstraße;1307114300101
13071143 4836;Stuer;Stuer;Stuer-Winkel;1307114300103
13071143 4836;Stuer;Stuer;Zu den Fischteichen;1307114300405
13071143 4839;Stuer;Stuer-Vorwerk;Burgweg;1307114300301
13071144 3197;Torgelow am See;Meierei;Meierei;1307114400301
13071144 4459;Torgelow am See;Schmachthagen;Forsthaus;1307114400201
13071144 4459;Torgelow am See;Schmachthagen;Schmachthagen;1307114400202
13071144 4986;Torgelow am See;Torgelow am See;Am Seeufer;1307114400107
13071144 4986;Torgelow am See;Torgelow am See;Backofenstraße;1307114400101
13071144 4986;Torgelow am See;Torgelow am See;Dorfstraße;1307114400102
13071144 4986;Torgelow am See;Torgelow am See;Eichenallee;1307114400106
13071144 4986;Torgelow am See;Torgelow am See;Hofstr.;1307114400105
13071144 4986;Torgelow am See;Torgelow am See;Hofstraße;1307114400105
13071144 4986;Torgelow am See;Torgelow am See;Lindenallee;1307114400104
13071144 4986;Torgelow am See;Torgelow am See;Schloß;1307114400108
13071145 0759;Trollenhagen;Buchhof;Buchhof;1307114500201
13071145 3914;Trollenhagen;Podewall;Adebarweg;1307114500301
13071145 3914;Trollenhagen;Podewall;An der Chaussee;1307114500302
13071145 3914;Trollenhagen;Podewall;Dachsweg;1307114500303
13071145 3914;Trollenhagen;Podewall;Dorfstraße;1307114500304
13071145 3914;Trollenhagen;Podewall;Feldstraße;1307114500305
13071145 3914;Trollenhagen;Podewall;Fuchsberg;1307114500306
13071145 3914;Trollenhagen;Podewall;Hasensteig;1307114500307
13071145 3914;Trollenhagen;Podewall;Igelweg;1307114500308
13071145 3914;Trollenhagen;Podewall;Waldstraße;1307114500309
13071145 3914;Trollenhagen;Podewall;Wiesenweg;1307114500310
13071145 5026;Trollenhagen;Trollenhagen;Am Anger;1307114500101
13071145 5026;Trollenhagen;Trollenhagen;Am Kußberg;1307114500102
13071145 5026;Trollenhagen;Trollenhagen;Am Park;1307114500103
13071145 5026;Trollenhagen;Trollenhagen;Am Weiher;1307114500104
13071145 5026;Trollenhagen;Trollenhagen;Birkenweg;1307114500105
13071145 5026;Trollenhagen;Trollenhagen;Buchhofer Straße;1307114500106
13071145 5026;Trollenhagen;Trollenhagen;Flughafenstraße;1307114500108
13071145 5026;Trollenhagen;Trollenhagen;Gewerbepark;1307114500109
13071145 5026;Trollenhagen;Trollenhagen;Hellfelder Straße;1307114500110
13071145 5026;Trollenhagen;Trollenhagen;Industriestraße;1307114500107
13071145 5026;Trollenhagen;Trollenhagen;Kirchstraße;1307114500112
13071145 5026;Trollenhagen;Trollenhagen;Otto-Lilienthal-Str.;1307114500113
13071145 5026;Trollenhagen;Trollenhagen;Otto-Lilienthal-Straße;1307114500113
13071145 5026;Trollenhagen;Trollenhagen;Rotdornweg;1307114500114
13071145 5026;Trollenhagen;Trollenhagen;Süd;1307114500111
13071146 2167;Tützpatz;Idashof;Idashof;1307114600106
13071146 4509;Tützpatz;Schossow;Dorfstraße;1307114600201
13071146 5036;Tützpatz;Tützpatz;Am Anger;1307114600101
13071146 5036;Tützpatz;Tützpatz;Am Gutshof;1307114600111
13071146 5036;Tützpatz;Tützpatz;Am Schäferteich;1307114600107
13071146 5036;Tützpatz;Tützpatz;Birkenweg;1307114600108
13071146 5036;Tützpatz;Tützpatz;Demminer Straße;1307114600102
13071146 5036;Tützpatz;Tützpatz;Gültzer Weg;1307114600110
13071146 5036;Tützpatz;Tützpatz;Mittelweg;1307114600109
13071146 5036;Tützpatz;Tützpatz;Neue Straße;1307114600103
13071146 5036;Tützpatz;Tützpatz;Parkweg;1307114600104
13071146 5036;Tützpatz;Tützpatz;Waldstraße;1307114600105
13071147 1748;Userin;Groß Quassow;An den Havelbergen;1307114700620
13071147 1748;Userin;Groß Quassow;Groß Quassow;1307114700201
13071147 2987;Userin;Lindenberg;Lindenberg;1307111002222
13071147 2987;Userin;Lindenberg;Lindenberg;1307114700301
13071147 5078;Userin;Userin;Akazienweg;1307114700616
13071147 5078;Userin;Userin;Am Bauernberg;1307114700615
13071147 5078;Userin;Userin;Am Hang;1307114700609
13071147 5078;Userin;Userin;Am Teich;1307114700610
13071147 5078;Userin;Userin;Bauernende;1307114700611
13071147 5078;Userin;Userin;Groß Quassower Weg;1307114700612
13071147 5078;Userin;Userin;Prälanker Weg;1307114700613
13071147 5078;Userin;Userin;Seeblick;1307114700614
13071147 5078;Userin;Userin;Seestraße;1307114700608
13071147 5078;Userin;Userin;Strelitzer Str.;1307114700607
13071147 5078;Userin;Userin;Strelitzer Straße;1307114700607
13071147 5079;Userin;Useriner Mühle;Useriner Mühle;1307114700401
13071147 5195;Userin;Voßwinkel;Voßwinkel;1307114700501
13071147 5195;Userin;Voßwinkel;Voßwinkel Schleuse;1307114700622
13071147 5686;Userin;Zwenzow;Bungalowsiedlung 1;1307114700619
13071147 5686;Userin;Zwenzow;Bungalowsiedlung 2;1307114700603
13071147 5686;Userin;Zwenzow;Zwenzow;1307114700601
13071148 1044;Utzedel;Dorotheenhof;Dorotheenhof;1307114800102
13071148 2921;Utzedel;Leistenow;Am Park;1307114800115
13071148 2921;Utzedel;Leistenow;Buschmühler Weg;1307114800117
13071148 2921;Utzedel;Leistenow;Mühlendamm;1307114800114
13071148 2921;Utzedel;Leistenow;Strehlower Weg;1307114800116
13071148 2921;Utzedel;Leistenow;Utzedeler Straße;1307114800113
13071148 4226;Utzedel;Roidin;Roidin;1307114800201
13071148 4939;Utzedel;Teusin;Lindenweg;1307114800302
13071148 4939;Utzedel;Teusin;Teusin;1307114800301
13071148 5081;Utzedel;Utzedel;Am Mühlenberg;1307114800110
13071148 5081;Utzedel;Utzedel;An der Chaussee;1307114800104
13071148 5081;Utzedel;Utzedel;Kastanienweg;1307114800105
13071148 5081;Utzedel;Utzedel;Lange Reihe;1307114800108
13071148 5081;Utzedel;Utzedel;Leistenower Straße;1307114800107
13071148 5081;Utzedel;Utzedel;Neuer Landweg;1307114800111
13071148 5081;Utzedel;Utzedel;Ringstraße;1307114800106
13071148 5081;Utzedel;Utzedel;Sanzkower Weg;1307114800112
13071148 5081;Utzedel;Utzedel;Ziegenreihe;1307114800109
13071150 5099;Verchen;Verchen;Aalbude;1307102701010
13071150 5099;Verchen;Verchen;Ahornstraße;1307115000111
13071150 5099;Verchen;Verchen;Babenitz;1307115000116
13071150 5099;Verchen;Verchen;Bornitz;1307115000114
13071150 5099;Verchen;Verchen;Breite Straße;1307115000112
13071150 5099;Verchen;Verchen;Budenstraße;1307115000104
13071150 5099;Verchen;Verchen;Dorfstraße;1307115000101
13071150 5099;Verchen;Verchen;Ebereschenstraße;1307115000113
13071150 5099;Verchen;Verchen;Ellermühle;1307115000102
13071150 5099;Verchen;Verchen;Ferienpark;1307115000115
13071150 5099;Verchen;Verchen;Friedhofsweg;1307115000106
13071150 5099;Verchen;Verchen;Kirchstraße;1307115000103
13071150 5099;Verchen;Verchen;Lindenstraße;1307115000118
13071150 5099;Verchen;Verchen;Pastorweg;1307115000105
13071150 5099;Verchen;Verchen;Schultensteig;1307115000110
13071150 5099;Verchen;Verchen;Seestr.;1307115000109
13071150 5099;Verchen;Verchen;Seestraße;1307115000109
13071150 5099;Verchen;Verchen;Siedlungsweg;1307115000107
13071150 5099;Verchen;Verchen;Ufersteig;1307115000108
13071150 5099;Verchen;Verchen;Winkelstraße;1307115000117
13071153 5155;Voigtsdorf;Voigtsdorf;Ausbau Lindower Weg;1307115300104
13071153 5155;Voigtsdorf;Voigtsdorf;Dorfstraße;1307115300102
13071154 1752;Vollrathsruhe;Groß Rehberg;Rehberger Weg;1307115400201
13071154 1882;Vollrathsruhe;Hallalit;Hallaliter Weg;1307115400501
13071154 2419;Vollrathsruhe;Kirch Grubenhagen;Straße des Friedens;1307115400102
13071154 2419;Vollrathsruhe;Kirch Grubenhagen;Teterower Straße;1307115400103
13071154 2508;Vollrathsruhe;Klein Luckow;Luckower Weg;1307115400401
13071154 2537;Vollrathsruhe;Klein Rehberg;Am Damwildgehege;1307115400202
13071154 2537;Vollrathsruhe;Klein Rehberg;Rehberger Weg;1307115400201
13071154 4453;Vollrathsruhe;Schloss Grubenhagen;Am Burgwall;1307115400302
13071154 4453;Vollrathsruhe;Schloss Grubenhagen;Hallaliter Weg;1307115400501
13071154 5165;Vollrathsruhe;Vollrathsruhe;Lindenweg;1307115400101
13071154 5165;Vollrathsruhe;Vollrathsruhe;Straße des Friedens;1307115400102
13071155 2957;Walow;Lexow;Ausbau;1307115501101
13071155 2957;Walow;Lexow;Birkenweg;1307115501107
13071155 2957;Walow;Lexow;Dorfstraße;1307115501102
13071155 2957;Walow;Lexow;Hinrichsberger Weg;1307115501103
13071155 2957;Walow;Lexow;Kisserower Weg;1307115501104
13071155 2957;Walow;Lexow;Roezer Weg;1307115501105
13071155 2957;Walow;Lexow;Sietower Weg;1307115501106
13071155 5237;Walow;Walow;Im Lekkerland;1307115500111
13071155 5237;Walow;Walow;Kisserower Straße;1307115500102
13071155 5237;Walow;Walow;Lexower Straße;1307115500103
13071155 5237;Walow;Walow;Lindenweg;1307115500104
13071155 5237;Walow;Walow;Schloßstraße;1307115500110
13071155 5237;Walow;Walow;Schwalbenweg;1307115500109
13071155 5237;Walow;Walow;Seestraße;1307115500107
13071155 5237;Walow;Walow;Strietfeld;1307115500108
13071155 5237;Walow;Walow;Woldzegartener Chaussee;1307115500113
13071156 0040;Waren (Müritz), Stadt;Alt Falkenhagen;Alt Falkenhagen;1307115601602
13071156 1151;Waren (Müritz), Stadt;Eldenburg;An der Reeck;1307115601301
13071156 2198;Waren (Müritz), Stadt;Jägerhof;Am Wald;1307115601632
13071156 2198;Waren (Müritz), Stadt;Jägerhof;Hauptstr.;1307115601631
13071156 2198;Waren (Müritz), Stadt;Jägerhof;Hauptstraße;1307115601631
13071156 2198;Waren (Müritz), Stadt;Jägerhof;Schönauer Straße;1307115601634
13071156 2198;Waren (Müritz), Stadt;Jägerhof;Sternhausweg;1307115601635
13071156 2198;Waren (Müritz), Stadt;Jägerhof;Zum Dorfteich;1307115601633
13071156 3414;Waren (Müritz), Stadt;Neu Falkenhagen;Birkenstraße;1307115601853
13071156 3414;Waren (Müritz), Stadt;Neu Falkenhagen;Krötenweg;1307115601890
13071156 3414;Waren (Müritz), Stadt;Neu Falkenhagen;Schilfallee;1307115601891
13071156 3414;Waren (Müritz), Stadt;Neu Falkenhagen;Zu den Linden;1307115601868
13071156 4285;Waren (Müritz), Stadt;Rügeband;Lindenweg;1307115601861
13071156 4285;Waren (Müritz), Stadt;Rügeband;Warener Straße;1307115601867
13071156 4550;Waren (Müritz), Stadt;Schwenzin;Eldenholz;1307115601302
13071156 4550;Waren (Müritz), Stadt;Schwenzin;Schwenzin;1307115601401
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Ahornweg;1307115600318
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Alter Markt;1307115600501
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Alte Sarwiesen;1307115600323
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Alten Bahndamm;1307115600701
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Beeseshof;1307115600324
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Bungenberg;1307115600710
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Ellernbruch;1307115600702
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Gregoriusberg;1307115601879
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Güterbahnhof;1307115600703
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Kurpark;1307115600217
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Melzer See;1307115601807
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Mühlenberg;1307115600502
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Müritzstadion;1307115600316
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Nesselberg;1307115600201
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Neuen Graben;1307115600704
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Pappelgrund;1307115601808
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Roebelmann;1307115601851
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Rosengarten;1307115600615
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Sander;1307115600319
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Amsee;1307115600705
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Amsee Haus Buchen;1307115600706
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Seeufer;1307115600102
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Stadtrand;1307115600301
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Teschenberg;1307115601872
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Teufelsbruch;1307115600110
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Tiefwarensee;1307115600719
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Torfbruch;1307115601871
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Turnplatz;1307115600610
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Volksbad;1307115600601
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Werder;1307115600311
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Wienpietschweg;1307115600103
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Am Wiesengrund;1307115600707
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);An den Schuhmacherkämpen;1307115600302
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);An der Feisneck;1307115600101
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Auf dem Nesselberg;1307115600203
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);August-Bebel-Straße;1307115600801
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Bahnhofstraße;1307115600509
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Beethovenstraße;1307115600708
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Birkenweg;1307115601804
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Blumenstraße;1307115601001
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Bornstraße;1307115600303
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Breitscheidstr.;1307115601002
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Breitscheidstraße;1307115601002
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Buchenweg;1307115600709
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Bungenkamp;1307115601809
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Bürgermeister-Schlaaff-Straße;1307115601702
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Carl-Hainmüller-Straße;1307115601801
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Carl-Moltmann-Straße;1307115601201
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Carl-Struck-Straße;1307115601803
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Clara-Zetkin-Straße;1307115600901
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Dietrich-Bonhoeffer-Straße;1307115601103
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Eichholzstraße;1307115600304
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Einsteinstraße;1307115600602
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Enoch-Zander-Straße;1307115601882
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Erlenweg;1307115600722
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Ernst-Alban-Straße;1307115601204
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Ernst-Thälmann-Straße;1307115601003
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Eschenweg;1307115601810
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Falkenhäger Weg;1307115600711
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Federower Weg;1307115600204
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Feisneckblick;1307115601837
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Feldstraße;1307115600205
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Fichtestraße;1307115601004
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Fischerstraße;1307115600402
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Fliederweg;1307115600614
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Fontanestraße;1307115600105
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Freiheitsstraße;1307115601005
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Friedensstraße;1307115600503
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Friedrich-Engels-Platz;1307115600902
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Friedrich-Wilhelm-Raiffeisen-Straße;1307115601811
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Fritz-Reuter-Straße;1307115600802
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Gartenstraße;1307115600803
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Gartenweg;1307115601869
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Gerhart-Hauptmann-Allee;1307115600603
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Gerichtsweg;1307115600510
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Geschwister-Scholl-Straße;1307115601101
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Gewerbegebiet Eichholzstraße;1307115601870
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Gievitzer Straße;1307115600305
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Glockengießerweg;1307115600712
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Godower Weg;1307115601874
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Goethestraße;1307115600604
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Große Burgstraße;1307115600403
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Große Gasse;1307115600206
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Große Grüne Straße;1307115600404
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Große Wasserstraße;1307115600207
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Güstrower Straße;1307115601813
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Hafenstraße;1307115600504
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Hans-Beimler-Straße;1307115601102
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Heinrich-Heine-Straße;1307115600903
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Heinrich-Scheven-Straße;1307115601814
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Heinrich-Seidel-Straße;1307115601815
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Helmut-von-Gerlach-Straße;1307115600606
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Hermann-Graupmann-Straße;1307115600908
13071156 5255;Waren (Müritz), Stadt;Waren (Müritz);Johann-Heinrich-von-Thünen-Straße;1307115600907
